scenario_id,condition,generated_at,is_valid,invalid_reason,compliance_mL_per_cmH2O,resistance_cmH2O_L_s,respiratory_rate,insp_pressure_cmH2O,ie_ratio,peep_cmH2O,rise_time_s,ppeak_cmH2O,delivered_vt_mL,driving_p_cmH2O,mean_paw_cmH2O,auto_peep_cmH2O,fill_fraction,minute_vent_L,time_to_peak_flow_s
PCV_Normal_C070_R005_P035_RR016_PEEP16_IE050_RT000,Normal,2026-05-07T06:10:12.653948+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,16,35,0.5,16,0.0,51.0,2379.26,35.0,27.67,0.03,0.9719,38.068,0.0
PCV_Normal_C070_R005_P035_RR016_PEEP16_IE050_RT020,Normal,2026-05-07T06:10:12.892702+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,16,35,0.5,16,0.2,51.0,2355.24,35.0,26.69,0.03,0.9502,37.684,0.2
PCV_Normal_C070_R005_P035_RR016_PEEP16_IE050_RT040,Normal,2026-05-07T06:10:13.130766+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,16,35,0.5,16,0.4,51.0,2319.48,35.0,25.75,0.03,0.9118,37.112,0.4
PCV_Normal_C070_R005_P035_RR016_PEEP16_IE033_RT000,Normal,2026-05-07T06:10:13.380175+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,16,35,0.33,16,0.0,51.0,2277.46,35.0,24.77,0.01,0.9299,36.439,0.0
PCV_Normal_C070_R005_P035_RR016_PEEP16_IE033_RT020,Normal,2026-05-07T06:10:13.618139+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,16,35,0.33,16,0.2,51.0,2217.52,35.0,23.79,0.01,0.8759,35.48,0.2
PCV_Normal_C070_R005_P035_RR016_PEEP16_IE033_RT040,Normal,2026-05-07T06:10:13.857809+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,16,35,0.33,16,0.4,51.0,2128.2,35.0,22.86,0.01,0.7803,34.051,0.4
PCV_Normal_C070_R005_P035_RR016_PEEP20_IE100_RT000,Normal,2026-05-07T06:10:14.104962+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,16,35,1.0,20,0.0,55.0,1873.93,35.0,37.55,0.17,0.9953,29.983,0.0
PCV_Normal_C070_R005_P035_RR016_PEEP20_IE100_RT020,Normal,2026-05-07T06:10:14.342297+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,16,35,1.0,20,0.2,55.0,2295.03,35.0,36.57,0.17,0.9917,36.721,0.2
PCV_Normal_C070_R005_P035_RR016_PEEP20_IE100_RT040,Normal,2026-05-07T06:10:14.579623+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,16,35,1.0,20,0.4,55.0,2354.14,35.0,35.63,0.17,0.9852,37.666,0.4
PCV_Normal_C070_R005_P035_RR016_PEEP20_IE050_RT000,Normal,2026-05-07T06:10:14.828058+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,16,35,0.5,20,0.0,55.0,2379.26,35.0,31.67,0.03,0.9719,38.068,0.0
PCV_Normal_C070_R005_P035_RR016_PEEP20_IE050_RT020,Normal,2026-05-07T06:10:15.066459+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,16,35,0.5,20,0.2,55.0,2355.21,35.0,30.69,0.03,0.9502,37.683,0.2
PCV_Normal_C070_R005_P035_RR016_PEEP20_IE050_RT040,Normal,2026-05-07T06:10:15.303730+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,16,35,0.5,20,0.4,55.0,2319.49,35.0,29.75,0.03,0.9118,37.112,0.4
PCV_Normal_C070_R005_P035_RR016_PEEP20_IE033_RT000,Normal,2026-05-07T06:10:15.552529+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,16,35,0.33,20,0.0,55.0,2277.46,35.0,28.77,0.01,0.9299,36.439,0.0
PCV_Normal_C070_R005_P035_RR016_PEEP20_IE033_RT020,Normal,2026-05-07T06:10:15.790831+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,16,35,0.33,20,0.2,55.0,2217.52,35.0,27.79,0.01,0.8759,35.48,0.2
PCV_Normal_C070_R005_P035_RR016_PEEP20_IE033_RT040,Normal,2026-05-07T06:10:16.028923+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,16,35,0.33,20,0.4,55.0,2128.2,35.0,26.86,0.01,0.7803,34.051,0.4
PCV_Normal_C070_R005_P035_RR024_PEEP00_IE100_RT000,Normal,2026-05-07T06:10:16.199714+00:00,False,Delivered VT 2316 mL exceeds maximum (840 mL = 12 mL/kg IBW),70.0,5.0,24,35,1.0,0,0.0,35.0,2315.93,35.0,17.5,0.98,0.9719,55.582,0.0
PCV_Normal_C070_R005_P035_RR024_PEEP00_IE100_RT020,Normal,2026-05-07T06:10:16.360507+00:00,False,Delivered VT 2293 mL exceeds maximum (840 mL = 12 mL/kg IBW),70.0,5.0,24,35,1.0,0,0.2,35.0,2292.53,35.0,16.03,0.97,0.9502,55.021,0.2
PCV_Normal_C070_R005_P035_RR024_PEEP00_IE100_RT040,Normal,2026-05-07T06:10:16.519542+00:00,False,Delivered VT 2258 mL exceeds maximum (840 mL = 12 mL/kg IBW),70.0,5.0,24,35,1.0,0,0.4,35.0,2257.61,35.0,14.63,0.96,0.9118,54.183,0.4
PCV_Normal_C070_R005_P035_RR024_PEEP00_IE050_RT000,Normal,2026-05-07T06:10:16.688771+00:00,False,Delivered VT 2204 mL exceeds maximum (840 mL = 12 mL/kg IBW),70.0,5.0,24,35,0.5,0,0.0,35.0,2204.05,35.0,11.76,0.28,0.9075,52.897,0.0
PCV_Normal_C070_R005_P035_RR024_PEEP00_IE050_RT020,Normal,2026-05-07T06:10:16.850353+00:00,False,Delivered VT 2125 mL exceeds maximum (840 mL = 12 mL/kg IBW),70.0,5.0,24,35,0.5,0,0.2,35.0,2124.87,35.0,10.29,0.27,0.8363,50.997,0.2
PCV_Normal_C070_R005_P035_RR024_PEEP00_IE050_RT040,Normal,2026-05-07T06:10:17.009913+00:00,False,Delivered VT 2007 mL exceeds maximum (840 mL = 12 mL/kg IBW),70.0,5.0,24,35,0.5,0,0.4,35.0,2006.9,35.0,8.89,0.25,0.7101,48.166,0.4
PCV_Normal_C070_R005_P035_RR024_PEEP00_IE033_RT000,Normal,2026-05-07T06:10:17.182180+00:00,False,Delivered VT 2025 mL exceeds maximum (840 mL = 12 mL/kg IBW),70.0,5.0,24,35,0.33,0,0.0,35.0,2025.42,35.0,8.82,0.14,0.8301,48.61,0.0
PCV_Normal_C070_R005_P035_RR024_PEEP00_IE033_RT020,Normal,2026-05-07T06:10:17.343697+00:00,False,Delivered VT 1881 mL exceeds maximum (840 mL = 12 mL/kg IBW),70.0,5.0,24,35,0.33,0,0.2,35.0,1880.59,35.0,7.35,0.13,0.6991,45.134,0.2
PCV_Normal_C070_R005_P035_RR024_PEEP00_IE033_RT040,Normal,2026-05-07T06:10:17.503337+00:00,False,Delivered VT 1773 mL exceeds maximum (840 mL = 12 mL/kg IBW),70.0,5.0,24,35,0.33,0,0.4,35.0,1772.65,35.0,6.58,0.12,0.5878,42.544,0.31
PCV_Normal_C070_R005_P035_RR024_PEEP08_IE100_RT000,Normal,2026-05-07T06:10:17.674337+00:00,False,Delivered VT 2316 mL exceeds maximum (840 mL = 12 mL/kg IBW),70.0,5.0,24,35,1.0,8,0.0,43.0,2315.93,35.0,25.5,0.98,0.9719,55.582,0.0
PCV_Normal_C070_R005_P035_RR024_PEEP08_IE100_RT020,Normal,2026-05-07T06:10:17.834461+00:00,False,Delivered VT 2293 mL exceeds maximum (840 mL = 12 mL/kg IBW),70.0,5.0,24,35,1.0,8,0.2,43.0,2292.56,35.0,24.03,0.97,0.9502,55.021,0.2
PCV_Normal_C070_R005_P035_RR024_PEEP08_IE100_RT040,Normal,2026-05-07T06:10:17.994076+00:00,False,Delivered VT 2258 mL exceeds maximum (840 mL = 12 mL/kg IBW),70.0,5.0,24,35,1.0,8,0.4,43.0,2257.71,35.0,22.63,0.96,0.9118,54.185,0.4
PCV_Normal_C070_R005_P035_RR024_PEEP08_IE050_RT000,Normal,2026-05-07T06:10:18.166816+00:00,False,Delivered VT 2204 mL exceeds maximum (840 mL = 12 mL/kg IBW),70.0,5.0,24,35,0.5,8,0.0,43.0,2204.05,35.0,19.76,0.28,0.9075,52.897,0.0
PCV_Normal_C070_R005_P035_RR024_PEEP08_IE050_RT020,Normal,2026-05-07T06:10:18.328800+00:00,False,Delivered VT 2125 mL exceeds maximum (840 mL = 12 mL/kg IBW),70.0,5.0,24,35,0.5,8,0.2,43.0,2124.88,35.0,18.29,0.27,0.8363,50.997,0.2
PCV_Normal_C070_R005_P035_RR024_PEEP08_IE050_RT040,Normal,2026-05-07T06:10:18.491444+00:00,False,Delivered VT 2007 mL exceeds maximum (840 mL = 12 mL/kg IBW),70.0,5.0,24,35,0.5,8,0.4,43.0,2006.89,35.0,16.89,0.25,0.7101,48.165,0.4
PCV_Normal_C070_R005_P035_RR024_PEEP08_IE033_RT000,Normal,2026-05-07T06:10:18.667209+00:00,False,Delivered VT 2025 mL exceeds maximum (840 mL = 12 mL/kg IBW),70.0,5.0,24,35,0.33,8,0.0,43.0,2025.42,35.0,16.82,0.14,0.8301,48.61,0.0
PCV_Normal_C070_R005_P035_RR024_PEEP08_IE033_RT020,Normal,2026-05-07T06:10:18.830042+00:00,False,Delivered VT 1881 mL exceeds maximum (840 mL = 12 mL/kg IBW),70.0,5.0,24,35,0.33,8,0.2,43.0,1880.6,35.0,15.35,0.13,0.6991,45.134,0.2
PCV_Normal_C070_R005_P035_RR024_PEEP08_IE033_RT040,Normal,2026-05-07T06:10:18.991485+00:00,False,Delivered VT 1773 mL exceeds maximum (840 mL = 12 mL/kg IBW),70.0,5.0,24,35,0.33,8,0.4,43.0,1772.64,35.0,14.58,0.12,0.5878,42.543,0.31
PCV_Normal_C070_R005_P035_RR024_PEEP16_IE100_RT000,Normal,2026-05-07T06:10:19.162095+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,24,35,1.0,16,0.0,51.0,2315.93,35.0,33.5,0.98,0.9719,55.582,0.0
PCV_Normal_C070_R005_P035_RR024_PEEP16_IE100_RT020,Normal,2026-05-07T06:10:19.322943+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,24,35,1.0,16,0.2,51.0,2292.56,35.0,32.03,0.97,0.9502,55.021,0.2
PCV_Normal_C070_R005_P035_RR024_PEEP16_IE100_RT040,Normal,2026-05-07T06:10:19.483297+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,24,35,1.0,16,0.4,51.0,2257.78,35.0,30.63,0.96,0.9118,54.187,0.4
PCV_Normal_C070_R005_P035_RR024_PEEP16_IE050_RT000,Normal,2026-05-07T06:10:19.652166+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,24,35,0.5,16,0.0,51.0,2204.05,35.0,27.76,0.28,0.9075,52.897,0.0
PCV_Normal_C070_R005_P035_RR024_PEEP16_IE050_RT020,Normal,2026-05-07T06:10:19.823405+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,24,35,0.5,16,0.2,51.0,2124.87,35.0,26.29,0.27,0.8363,50.997,0.2
PCV_Normal_C070_R005_P035_RR024_PEEP16_IE050_RT040,Normal,2026-05-07T06:10:20.017392+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,24,35,0.5,16,0.4,51.0,2006.89,35.0,24.89,0.25,0.7101,48.165,0.4
PCV_Normal_C070_R005_P035_RR024_PEEP16_IE033_RT000,Normal,2026-05-07T06:10:20.216982+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,24,35,0.33,16,0.0,51.0,2025.42,35.0,24.82,0.14,0.8301,48.61,0.0
PCV_Normal_C070_R005_P035_RR024_PEEP16_IE033_RT020,Normal,2026-05-07T06:10:20.379039+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,24,35,0.33,16,0.2,51.0,1880.6,35.0,23.35,0.13,0.6991,45.134,0.2
PCV_Normal_C070_R005_P035_RR024_PEEP16_IE033_RT040,Normal,2026-05-07T06:10:20.539945+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,24,35,0.33,16,0.4,51.0,1772.64,35.0,22.58,0.12,0.5878,42.543,0.31
PCV_Normal_C070_R005_P035_RR024_PEEP20_IE100_RT000,Normal,2026-05-07T06:10:20.711030+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,24,35,1.0,20,0.0,55.0,2315.93,35.0,37.5,0.98,0.9719,55.582,0.0
PCV_Normal_C070_R005_P035_RR024_PEEP20_IE100_RT020,Normal,2026-05-07T06:10:20.872289+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,24,35,1.0,20,0.2,55.0,2292.62,35.0,36.03,0.97,0.9502,55.023,0.2
PCV_Normal_C070_R005_P035_RR024_PEEP20_IE100_RT040,Normal,2026-05-07T06:10:21.032274+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,24,35,1.0,20,0.4,55.0,2257.73,35.0,34.63,0.96,0.9118,54.185,0.4
PCV_Normal_C070_R005_P035_RR024_PEEP20_IE050_RT000,Normal,2026-05-07T06:10:21.201566+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,24,35,0.5,20,0.0,55.0,2204.05,35.0,31.76,0.28,0.9075,52.897,0.0
PCV_Normal_C070_R005_P035_RR024_PEEP20_IE050_RT020,Normal,2026-05-07T06:10:21.362393+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,24,35,0.5,20,0.2,55.0,2124.87,35.0,30.29,0.27,0.8363,50.997,0.2
PCV_Normal_C070_R005_P035_RR024_PEEP20_IE050_RT040,Normal,2026-05-07T06:10:21.523449+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,24,35,0.5,20,0.4,55.0,2006.89,35.0,28.89,0.25,0.7101,48.165,0.4
PCV_Normal_C070_R005_P035_RR024_PEEP20_IE033_RT000,Normal,2026-05-07T06:10:21.695894+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,24,35,0.33,20,0.0,55.0,2025.42,35.0,28.82,0.14,0.8301,48.61,0.0
PCV_Normal_C070_R005_P035_RR024_PEEP20_IE033_RT020,Normal,2026-05-07T06:10:21.857145+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,24,35,0.33,20,0.2,55.0,1880.59,35.0,27.35,0.13,0.6991,45.134,0.2
PCV_Normal_C070_R005_P035_RR024_PEEP20_IE033_RT040,Normal,2026-05-07T06:10:22.017150+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,24,35,0.33,20,0.4,55.0,1772.65,35.0,26.58,0.12,0.5878,42.544,0.31
PCV_Normal_C070_R005_P035_RR030_PEEP00_IE100_RT000,Normal,2026-05-07T06:10:22.152872+00:00,False,Delivered VT 2184 mL exceeds maximum (840 mL = 12 mL/kg IBW),70.0,5.0,30,35,1.0,0,0.0,35.0,2183.82,35.0,17.5,1.96,0.9426,65.515,0.0
PCV_Normal_C070_R005_P035_RR030_PEEP00_IE100_RT020,Normal,2026-05-07T06:10:22.282828+00:00,False,Delivered VT 2137 mL exceeds maximum (840 mL = 12 mL/kg IBW),70.0,5.0,30,35,1.0,0,0.2,35.0,2137.41,35.0,15.66,1.91,0.8983,64.122,0.2
PCV_Normal_C070_R005_P035_RR030_PEEP00_IE100_RT040,Normal,2026-05-07T06:10:22.410960+00:00,False,Delivered VT 2068 mL exceeds maximum (840 mL = 12 mL/kg IBW),70.0,5.0,30,35,1.0,0,0.4,35.0,2068.0,35.0,13.91,1.85,0.8199,62.04,0.4
PCV_Normal_C070_R005_P035_RR030_PEEP00_IE050_RT000,Normal,2026-05-07T06:10:22.548771+00:00,False,Delivered VT 2039 mL exceeds maximum (840 mL = 12 mL/kg IBW),70.0,5.0,30,35,0.5,0,0.0,35.0,2038.96,35.0,11.72,0.68,0.8511,61.169,0.0
PCV_Normal_C070_R005_P035_RR030_PEEP00_IE050_RT020,Normal,2026-05-07T06:10:22.679017+00:00,False,Delivered VT 1912 mL exceeds maximum (840 mL = 12 mL/kg IBW),70.0,5.0,30,35,0.5,0,0.2,35.0,1911.67,35.0,9.89,0.64,0.7364,57.35,0.2
PCV_Normal_C070_R005_P035_RR030_PEEP00_IE050_RT040,Normal,2026-05-07T06:10:22.809842+00:00,False,Delivered VT 1794 mL exceeds maximum (840 mL = 12 mL/kg IBW),70.0,5.0,30,35,0.5,0,0.4,35.0,1793.98,35.0,8.72,0.6,0.6142,53.819,0.33
PCV_Normal_C070_R005_P035_RR030_PEEP00_IE033_RT000,Normal,2026-05-07T06:10:22.951812+00:00,False,Delivered VT 1827 mL exceeds maximum (840 mL = 12 mL/kg IBW),70.0,5.0,30,35,0.33,0,0.0,35.0,1826.73,35.0,8.75,0.37,0.7578,54.802,0.0
PCV_Normal_C070_R005_P035_RR030_PEEP00_IE033_RT020,Normal,2026-05-07T06:10:23.084419+00:00,False,Delivered VT 1618 mL exceeds maximum (840 mL = 12 mL/kg IBW),70.0,5.0,30,35,0.33,0,0.2,35.0,1618.08,35.0,6.91,0.33,0.571,48.542,0.2
PCV_Normal_C070_R005_P035_RR030_PEEP00_IE033_RT040,Normal,2026-05-07T06:10:23.217648+00:00,False,Delivered VT 1554 mL exceeds maximum (840 mL = 12 mL/kg IBW),70.0,5.0,30,35,0.33,0,0.4,35.0,1554.35,35.0,6.49,0.32,0.5078,46.631,0.25
PCV_Normal_C070_R005_P035_RR030_PEEP08_IE100_RT000,Normal,2026-05-07T06:10:23.354068+00:00,False,Delivered VT 2184 mL exceeds maximum (840 mL = 12 mL/kg IBW),70.0,5.0,30,35,1.0,8,0.0,43.0,2183.82,35.0,25.5,1.96,0.9426,65.515,0.0
PCV_Normal_C070_R005_P035_RR030_PEEP08_IE100_RT020,Normal,2026-05-07T06:10:23.485371+00:00,False,Delivered VT 2137 mL exceeds maximum (840 mL = 12 mL/kg IBW),70.0,5.0,30,35,1.0,8,0.2,43.0,2137.37,35.0,23.66,1.91,0.8983,64.121,0.2
PCV_Normal_C070_R005_P035_RR030_PEEP08_IE100_RT040,Normal,2026-05-07T06:10:23.615740+00:00,False,Delivered VT 2068 mL exceeds maximum (840 mL = 12 mL/kg IBW),70.0,5.0,30,35,1.0,8,0.4,43.0,2068.27,35.0,21.91,1.85,0.8199,62.048,0.4
PCV_Normal_C070_R005_P035_RR030_PEEP08_IE050_RT000,Normal,2026-05-07T06:10:23.754264+00:00,False,Delivered VT 2039 mL exceeds maximum (840 mL = 12 mL/kg IBW),70.0,5.0,30,35,0.5,8,0.0,43.0,2038.96,35.0,19.73,0.68,0.8511,61.169,0.0
PCV_Normal_C070_R005_P035_RR030_PEEP08_IE050_RT020,Normal,2026-05-07T06:10:23.885965+00:00,False,Delivered VT 1912 mL exceeds maximum (840 mL = 12 mL/kg IBW),70.0,5.0,30,35,0.5,8,0.2,43.0,1911.67,35.0,17.89,0.64,0.7364,57.35,0.2
PCV_Normal_C070_R005_P035_RR030_PEEP08_IE050_RT040,Normal,2026-05-07T06:10:24.016782+00:00,False,Delivered VT 1794 mL exceeds maximum (840 mL = 12 mL/kg IBW),70.0,5.0,30,35,0.5,8,0.4,43.0,1793.99,35.0,16.72,0.6,0.6142,53.82,0.33
PCV_Normal_C070_R005_P035_RR030_PEEP08_IE033_RT000,Normal,2026-05-07T06:10:24.159354+00:00,False,Delivered VT 1827 mL exceeds maximum (840 mL = 12 mL/kg IBW),70.0,5.0,30,35,0.33,8,0.0,43.0,1826.73,35.0,16.75,0.37,0.7578,54.802,0.0
PCV_Normal_C070_R005_P035_RR030_PEEP08_IE033_RT020,Normal,2026-05-07T06:10:24.290689+00:00,False,Delivered VT 1618 mL exceeds maximum (840 mL = 12 mL/kg IBW),70.0,5.0,30,35,0.33,8,0.2,43.0,1618.08,35.0,14.91,0.33,0.571,48.542,0.2
PCV_Normal_C070_R005_P035_RR030_PEEP08_IE033_RT040,Normal,2026-05-07T06:10:24.422867+00:00,False,Delivered VT 1554 mL exceeds maximum (840 mL = 12 mL/kg IBW),70.0,5.0,30,35,0.33,8,0.4,43.0,1554.35,35.0,14.49,0.32,0.5078,46.63,0.25
PCV_Normal_C070_R005_P035_RR030_PEEP16_IE100_RT000,Normal,2026-05-07T06:10:24.558302+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,30,35,1.0,16,0.0,51.0,2183.82,35.0,33.5,1.96,0.9426,65.515,0.0
PCV_Normal_C070_R005_P035_RR030_PEEP16_IE100_RT020,Normal,2026-05-07T06:10:24.687736+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,30,35,1.0,16,0.2,51.0,2137.34,35.0,31.66,1.91,0.8983,64.12,0.2
PCV_Normal_C070_R005_P035_RR030_PEEP16_IE100_RT040,Normal,2026-05-07T06:10:24.817598+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,30,35,1.0,16,0.4,51.0,2068.26,35.0,29.91,1.85,0.8199,62.048,0.4
PCV_Normal_C070_R005_P035_RR030_PEEP16_IE050_RT000,Normal,2026-05-07T06:10:24.956450+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,30,35,0.5,16,0.0,51.0,2038.96,35.0,27.73,0.68,0.8511,61.169,0.0
PCV_Normal_C070_R005_P035_RR030_PEEP16_IE050_RT020,Normal,2026-05-07T06:10:25.088081+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,30,35,0.5,16,0.2,51.0,1911.67,35.0,25.89,0.64,0.7364,57.35,0.2
PCV_Normal_C070_R005_P035_RR030_PEEP16_IE050_RT040,Normal,2026-05-07T06:10:25.218526+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,30,35,0.5,16,0.4,51.0,1793.98,35.0,24.72,0.6,0.6142,53.82,0.33
PCV_Normal_C070_R005_P035_RR030_PEEP16_IE033_RT000,Normal,2026-05-07T06:10:25.360533+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,30,35,0.33,16,0.0,51.0,1826.73,35.0,24.75,0.37,0.7578,54.802,0.0
PCV_Normal_C070_R005_P035_RR030_PEEP16_IE033_RT020,Normal,2026-05-07T06:10:25.491752+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,30,35,0.33,16,0.2,51.0,1618.07,35.0,22.91,0.33,0.571,48.542,0.2
PCV_Normal_C070_R005_P035_RR030_PEEP16_IE033_RT040,Normal,2026-05-07T06:10:25.622457+00:00,False,PPeak 51.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,30,35,0.33,16,0.4,51.0,1554.35,35.0,22.49,0.32,0.5078,46.63,0.25
PCV_Normal_C070_R005_P035_RR030_PEEP20_IE100_RT000,Normal,2026-05-07T06:10:25.757985+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,30,35,1.0,20,0.0,55.0,2183.82,35.0,37.5,1.96,0.9426,65.515,0.0
PCV_Normal_C070_R005_P035_RR030_PEEP20_IE100_RT020,Normal,2026-05-07T06:10:25.888342+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,30,35,1.0,20,0.2,55.0,2137.4,35.0,35.66,1.91,0.8983,64.122,0.2
PCV_Normal_C070_R005_P035_RR030_PEEP20_IE100_RT040,Normal,2026-05-07T06:10:26.017285+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,30,35,1.0,20,0.4,55.0,2068.26,35.0,33.91,1.85,0.8199,62.048,0.4
PCV_Normal_C070_R005_P035_RR030_PEEP20_IE050_RT000,Normal,2026-05-07T06:10:26.155061+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,30,35,0.5,20,0.0,55.0,2038.96,35.0,31.73,0.68,0.8511,61.169,0.0
PCV_Normal_C070_R005_P035_RR030_PEEP20_IE050_RT020,Normal,2026-05-07T06:10:26.286299+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,30,35,0.5,20,0.2,55.0,1911.67,35.0,29.89,0.64,0.7364,57.35,0.2
PCV_Normal_C070_R005_P035_RR030_PEEP20_IE050_RT040,Normal,2026-05-07T06:10:26.416794+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,30,35,0.5,20,0.4,55.0,1793.98,35.0,28.72,0.6,0.6142,53.82,0.33
PCV_Normal_C070_R005_P035_RR030_PEEP20_IE033_RT000,Normal,2026-05-07T06:10:26.558834+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,30,35,0.33,20,0.0,55.0,1826.73,35.0,28.75,0.37,0.7578,54.802,0.0
PCV_Normal_C070_R005_P035_RR030_PEEP20_IE033_RT020,Normal,2026-05-07T06:10:26.689977+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,30,35,0.33,20,0.2,55.0,1618.07,35.0,26.91,0.33,0.571,48.542,0.2
PCV_Normal_C070_R005_P035_RR030_PEEP20_IE033_RT040,Normal,2026-05-07T06:10:26.820353+00:00,False,PPeak 55.0 cmH2O exceeds barotrauma threshold (50.0 cmH2O),70.0,5.0,30,35,0.33,20,0.4,55.0,1554.33,35.0,26.49,0.32,0.5078,46.63,0.25
PCV_Normal_C080_R002_P005_RR008_PEEP00_IE100_RT000,Normal,2026-05-07T06:10:27.303232+00:00,True,,80.0,2.0,8,5,1.0,0,0.0,5.0,400.0,5.0,2.5,0.0,1.0,3.2,0.0
PCV_Normal_C080_R002_P005_RR008_PEEP00_IE100_RT020,Normal,2026-05-07T06:10:27.769658+00:00,True,,80.0,2.0,8,5,1.0,0,0.2,5.0,400.0,5.0,2.43,0.0,1.0,3.2,0.2
PCV_Normal_C080_R002_P005_RR008_PEEP00_IE100_RT040,Normal,2026-05-07T06:10:28.234773+00:00,True,,80.0,2.0,8,5,1.0,0,0.4,5.0,400.0,5.0,2.36,0.0,1.0,3.2,0.39
